State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Urban_Households,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Having_latrine_facility_within_the_premises_Total_Households,sex_ration,Literacy_rate
Andhra Pradesh,Adilabad,19.28451395,78.81321233,532,2741239,1369597,1371642,1483347,856350,194954,566108,5512,45202,220248,1346992,1030640,2377632,1536378,704551,150289,8338,96998,9483,191052,1001.0,54.11
Andhra Pradesh,Anantapur,14.31206556,77.46015845,553,4081148,2064495,2016653,2310960,1338474,223016,897970,8606,48299,341431,2426929,1369069,3795998,2189396,1104565,206433,9915,144214,14470,353948,977.0,56.63
Andhra Pradesh,Chittoor,13.33109263,78.92763899,554,4174064,2090204,2083860,2667878,1484794,324406,944555,13763,67087,395900,3062955,1170993,4233948,2148179,1159053,225856,16296,186568,24934,382377,997.0,63.92
Andhra Pradesh,East Godavari,16.78271832,82.24320747,545,5154296,2569688,2584608,3288577,1716933,479914,1297273,22411,93784,406362,3518619,1524603,5043222,2724328,1478954,779052,25381,232073,34494,800168,1006.0,63.8
Andhra Pradesh,Guntur,15.88492577,80.58657614,548,4887813,2440521,2447292,2960441,1634726,648568,1186028,19383,80434,513113,3209266,1474349,4683615,2583462,1371811,454586,17424,190079,28457,762845,1003.0,60.57
Andhra Pradesh,Hyderabad,17.38971556,78.46668889,536,3943323,2018575,1924748,2892155,1542688,581509,869721,149034,274653,1066289,3445721,556902,4002623,2249130,1068243,229561,124106,439890,200317,868186,954.0,73.34
Andhra Pradesh,Karimnagar,18.51548319,79.43765429,534,3776269,1880800,1895469,2206829,1257238,344667,926768,8831,46584,288044,2325560,1280393,3605953,1940234,1031735,406211,14175,192965,16190,452865,1008.0,58.44
Andhra Pradesh,Khammam,17.68392133,80.67008644,541,2797370,1390988,1406382,1630234,901640,219710,668519,8628,42171,201363,1551232,875272,2426504,1530602,774583,267852,11887,115078,15140,360531,1011.0,58.28
Andhra Pradesh,Krishna,16.14387275,81.14805061,547,4517398,2267375,2250023,3009718,1598959,632890,1163932,30438,101450,567042,3169428,1352499,4521927,2340943,1284630,525079,27969,212111,43264,863417,992.0,66.63
Andhra Pradesh,Kurnool,15.43759715,77.90086837,552,4053463,2039227,2014236,2127161,1246369,195001,816721,10081,56478,306982,2220285,1517933,3738218,2368684,1053618,271815,10622,118153,15373,353289,988.0,52.48
Andhra Pradesh,Mahbubnagar,16.63954622,77.98933089,538,4053028,2050386,2002642,1940646,1158386,136843,757821,6153,60812,161052,2049104,1604319,3653423,2360874,1027525,151754,12615,121553,11293,231015,977.0,47.88
Andhra Pradesh,Medak,17.88930498,78.13778902,535,3033288,1523030,1510258,1637137,953406,163074,604719,8635,47170,195479,2029580,1199818,3229398,1735769,779738,232114,14362,119276,15872,293838,992.0,53.97
Andhra Pradesh,Nalgonda,17.11325052,79.16984454,539,3488809,1759772,1729037,2001019,1160757,228818,789225,7715,53777,197433,2188695,1294811,3483506,1932349,897137,286559,18927,143010,15308,355700,983.0,57.36
Andhra Pradesh,Nizamabad,18.42948585,78.07523491,533,2551335,1250641,1300694,1389810,790214,186740,545913,5261,35036,155133,1804547,1041862,2846409,1399773,676401,212631,10088,102049,9899,245523,1040.0,54.47
Andhra Pradesh,Prakasam,15.489039,80.1166579,549,3397448,1714764,1682684,1904435,1107686,290947,763746,6151,43611,214089,1900943,1218310,3119253,1832695,917391,226045,9071,105940,10365,321332,981.0,56.05
Andhra Pradesh,Srikakulam,18.570901,84.25874814,542,2703114,1341738,1361376,1495381,857824,149554,615432,3988,32280,149684,1499877,1009992,2509869,1423119,747385,180824,5264,64087,6316,146386,1015.0,55.32
Andhra Pradesh,Vizianagaram,18.28329696,83.45982854,543,2344474,1161477,1182997,1238388,707503,140361,527736,4453,24128,157056,1240323,1031683,2272006,1206366,666394,168297,5002,61858,7516,131289,1019.0,52.82
Andhra Pradesh,Warangal,18.01752609,79.87422029,540,3512576,1759281,1753295,2065023,1179790,237349,828077,12952,59006,288249,2212184,1191252,3403436,1891954,941452,311837,15727,139404,22196,388583,997.0,58.79
Andhra Pradesh,West Godavari,16.63297944,81.45912991,546,3936966,1964918,1972048,2652389,1379223,435334,1017568,12050,55613,248373,2771842,1028767,3800609,2051513,1127764,605463,14687,182698,19128,694857,1004.0,67.37
Arunachal Pradesh,Changlang,27.36048479,96.37552645,253,148226,76948,71278,73174,44027,4762,14593,170,1486,6498,80456,57290,137746,96630,35018,13306,1102,2450,499,19606,926.0,49.37
Arunachal Pradesh,East Kameng,27.37119406,93.04741486,247,78690,38775,39915,38449,21599,3583,5318,57,885,5215,44247,31763,76010,53752,17922,755,577,1382,203,4703,1029.0,48.86
Arunachal Pradesh,East Siang,28.15382353,95.06499226,251,99214,50116,49098,62576,34210,4866,14231,450,1582,9524,65119,21543,86662,61993,25334,6380,2072,4568,930,11735,980.0,63.07
Arunachal Pradesh,Kurung Kumey,28.04853352,93.24531994,256,92076,45318,46758,36606,20258,586,3911,95,969,1092,53659,42621,96280,64379,20713,189,605,884,106,4066,1032.0,39.76
Arunachal Pradesh,Lohit,27.94678527,96.59670771,259,145726,76221,69505,83062,48380,6549,17157,312,1471,11372,91574,52421,143995,94890,35493,16426,1203,3884,631,17327,912.0,57.0
Arunachal Pradesh,Lower Dibang Valley,28.3265173,95.76567336,258,54080,28053,26027,31849,18087,3068,5932,207,742,3950,33141,14406,47547,35140,13254,4410,703,2128,346,6143,928.0,58.89
Arunachal Pradesh,Lower Subansiri,27.70849297,93.96226108,255,83030,41843,41187,54057,29470,4211,12493,381,1598,5365,54034,17273,71307,55258,20305,1063,2002,2973,655,11232,984.0,65.11
Arunachal Pradesh,Papum Pare,27.27352972,93.54468184,248,176573,89182,87391,121048,65794,22966,30539,2477,7418,30180,110815,30360,141175,120592,43812,3898,6454,8668,4243,25706,980.0,68.55
Arunachal Pradesh,Tawang,27.68068396,91.82504245,245,49977,29151,20826,26073,17720,3794,8635,96,494,2452,19838,19203,39041,30709,13849,105,895,205,247,7026,714.0,52.17
Arunachal Pradesh,Tirap,26.9440623,95.41470328,254,111975,57604,54371,47974,29313,3104,16026,98,888,6500,57106,50628,107734,71785,25669,963,679,1369,216,16937,944.0,42.84
Arunachal Pradesh,Upper Siang,28.83092449,95.00155765,252,35320,18699,16621,18195,10723,1504,6198,97,392,2182,20992,11209,32201,21090,8910,136,430,1031,165,4413,889.0,51.51
Arunachal Pradesh,Upper Subansiri,28.27719657,93.89914356,249,83448,41758,41690,45278,24807,3123,5373,139,750,4672,64790,28364,93154,56054,20055,782,569,1435,189,6658,998.0,54.26
Arunachal Pradesh,West Kameng,27.46486582,92.6501575,246,83947,46155,37792,48492,29566,7133,14188,202,887,6306,40193,25606,65799,53026,22362,348,1299,1045,371,8253,819.0,57.77
Arunachal Pradesh,West Siang,28.10629692,94.53510344,250,112274,58168,54106,64746,36777,6115,14204,303,1300,8503,74220,27956,102176,70415,28305,2129,1964,4023,621,15800,930.0,57.67
Assam,Barpeta,26.42787226,90.9791201,303,1693622,867004,826618,897058,499038,50806,84804,2078,25286,52192,1083591,664161,1747752,1072312,405046,181352,5560,24913,3522,243504,953.0,52.97
Assam,Bongaigaon,26.45012522,90.67342962,319,738804,375818,362986,434078,237114,29937,49866,2523,12959,38470,479431,260721,740152,458796,184849,97820,5837,16579,4174,84687,966.0,58.75
Assam,Cachar,24.81557067,92.8684965,316,1736617,886284,850333,1174128,639946,62135,140205,5316,37541,88933,1378531,357907,1736438,1048990,444899,93297,8700,22647,6365,298041,959.0,67.61
Assam,Darrang,26.58463216,92.04141338,325,928500,475273,453227,487039,268666,17676,45444,1166,12084,20189,575240,375556,950796,583436,226525,109858,3533,13662,2046,95080,954.0,52.45
Assam,Dhemaji,27.58653344,94.71336909,308,686133,351249,334884,423028,237761,16547,28195,1192,10410,16504,521393,194984,716377,434221,169630,83663,3504,12293,1764,57995,953.0,61.65
Assam,Dibrugarh,27.30612284,95.09982823,310,1326335,676434,649901,884531,491361,76292,136685,8817,34479,77163,983760,340744,1324504,767147,371864,172503,21112,44664,14742,214721,961.0,66.69
Assam,Goalpara,26.01727778,90.59869892,302,1008183,513292,494891,563577,304302,21455,78641,1364,13524,39504,657440,375071,1032511,650509,239831,113964,4112,15292,2183,129311,964.0,55.9
Assam,Golaghat,26.37721971,93.82583398,313,1066888,543161,523727,721764,396475,40889,82345,3073,17636,34190,820800,258897,1079697,629153,289085,157029,9295,27300,5146,153723,964.0,67.65
Assam,Hailakandi,24.45749609,92.59154665,318,659296,337890,321406,407366,226836,11035,44143,1211,10615,16202,500042,173306,673348,419921,156243,27808,2583,5589,880,119292,951.0,61.79
Assam,Jorhat,26.76244824,94.30197723,312,1092256,556805,535451,794929,432335,71639,122063,5651,26357,80824,892694,209170,1101864,604908,315550,164118,16081,44159,11198,155435,962.0,72.78
Assam,Kamrup,26.17093945,91.58863274,321,1517542,778461,739081,995319,550219,70272,122191,3109,23468,43849,1142942,392678,1535620,895775,408232,199425,10052,34461,4861,180800,949.0,65.59
Assam,Karbi Anglong,26.08966455,93.1153657,314,956313,490167,466146,557214,314253,18763,53918,1923,11340,37185,676227,310093,986320,618633,233739,97148,3934,13699,2124,96932,951.0,58.27
Assam,Karimganj,24.69660712,92.36794986,317,1228686,625864,602822,795297,435942,28261,70951,1933,24699,32695,935508,303785,1239293,779850,284368,38218,3757,7289,1529,210254,963.0,64.73
Assam,Kokrajhar,26.49724664,90.13997471,300,887142,452905,434237,489305,275220,15089,41373,1218,14063,17115,576006,340601,916607,552671,224715,115712,2996,12191,2167,52532,959.0,55.16
Assam,Lakhimpur,27.14128806,94.07759493,307,1042137,529674,512463,683486,375552,32104,60296,1948,15011,34694,795681,275677,1071358,639385,268872,133214,6904,25699,3851,117971,968.0,65.59
Assam,Nagaon,26.26462171,92.93061911,305,2823768,1439112,1384656,1710716,921850,89206,195631,5121,45956,124186,1999919,873197,2873116,1778277,678034,333149,13979,47693,8180,422431,962.0,60.58
Assam,Nalbari,26.46323768,91.40598521,323,771639,396006,375633,531771,293184,37849,68313,1631,12360,28238,606629,188960,795589,442061,211320,107774,4785,18810,2667,103600,949.0,68.91
Assam,Sonitpur,26.73514927,92.85197805,306,1924110,983904,940206,1108572,620525,70047,133368,4358,31254,64528,1298039,627141,1925180,1159991,501239,275119,11760,39796,7942,228882,956.0,57.61
Assam,Tinsukia,27.53549291,95.69055949,309,1327929,680231,647698,798322,453449,70471,161718,5135,27948,90910,910252,417081,1327333,799874,352158,168890,13323,31363,8908,217556,952.0,60.12
Bihar,Araria,26.21152812,87.30766555,209,2811569,1463333,1348236,1195768,727643,17004,43290,2561,29796,44213,1485840,1653766,3139606,1872943,612012,279254,5041,31983,1645,52549,921.0,42.53
Bihar,Aurangabad,24.77429187,84.45986024,235,2540073,1318684,1221389,1466002,868733,24106,44456,2362,31168,49006,1833998,784131,2618129,1626969,564571,195301,7145,32335,2292,84329,926.0,57.71
Bihar,Aurangabad,24.77429187,84.45986024,515,3701282,1924469,1776813,2503837,1430936,246324,589477,23258,69937,427343,2611982,819734,3431716,2211996,909771,192027,33322,230188,43514,360410,923.0,67.65
Maharashtra,Aurangabad,20.09792288,75.32072197,235,2540073,1318684,1221389,1466002,868733,24106,44456,2362,31168,49006,1833998,784131,2618129,1626969,564571,195301,7145,32335,2292,84329,926.0,57.71
Maharashtra,Aurangabad,20.09792288,75.32072197,515,3701282,1924469,1776813,2503837,1430936,246324,589477,23258,69937,427343,2611982,819734,3431716,2211996,909771,192027,33322,230188,43514,360410,923.0,67.65
Bihar,Banka,24.83235564,86.86649163,225,2034763,1067140,967623,965321,590961,15459,62359,1704,22300,18492,1214645,879831,2094476,1291235,462080,159201,3258,24398,1339,46555,907.0,47.44
Bihar,Begusarai,25.54302613,86.12560144,222,2970541,1567660,1402881,1548673,918507,49493,120373,4644,43127,139248,1822334,1242551,3064885,1951688,644874,295852,9821,41377,4767,186662,895.0,52.13
Bihar,Bhagalpur,25.27719289,87.04213814,224,3037766,1615663,1422103,1573066,937669,63241,174534,6764,46929,130634,1976417,1139715,3116132,1952879,674660,220531,8644,47618,8210,189954,880.0,51.78
Bihar,Bhojpur,25.50666439,84.49407803,231,2728407,1430380,1298027,1599151,973486,45763,62153,3661,34658,77368,2172525,1005140,3177665,1722387,613072,206776,7391,43689,4227,112983,907.0,58.61
Bihar,Buxar,25.48593019,84.08808082,232,1706352,887977,818375,989807,593544,27362,46760,1784,19324,35405,1344677,457814,1802491,1074754,375372,137996,5341,26325,2034,64826,922.0,58.01
Bihar,Darbhanga,26.14618772,85.97387352,215,3937385,2059949,1877436,1816634,1125566,59510,127442,6280,53205,95539,2028545,2203198,4231743,2535344,865971,320695,10325,52586,5197,202524,911.0,46.14
Bihar,Gaya,24.72665415,84.94291218,236,4391418,2266566,2124852,2297613,1368803,57738,112617,6856,57011,111282,2784730,1953368,4738098,2810026,936630,294227,11827,59202,7865,167232,937.0,52.32
Bihar,Gopalganj,26.44874364,84.34636127,217,2562012,1267666,1294346,1382998,793905,31193,69375,3707,33596,38133,1736879,977719,2714598,1642807,546202,312727,9508,51902,3571,84425,1021.0,53.98
Bihar,Jamui,24.7841838,86.26316298,238,1760405,916064,844341,858588,534385,12984,32633,1839,22414,30851,1085477,765297,1850774,1135919,392052,113424,4842,18411,1341,45733,922.0,48.77
Bihar,Jehanabad,25.15567905,84.92081245,239,1125313,585582,539731,618881,374412,15507,27641,1106,11302,28132,725997,495877,1221874,714244,254582,69637,2522,13682,1251,50439,922.0,55.0
Bihar,Katihar,25.56565356,87.70466084,212,3071029,1600430,1470599,1280190,762256,32570,60900,2941,27263,69838,1445438,1705551,3150989,2054202,660403,285976,5118,35004,2847,108018,919.0,41.69
Bihar,Khagaria,25.53558891,86.56593256,223,1666886,883786,783100,768028,461153,15401,40641,1580,21654,21007,925251,903323,1828574,1114645,355531,99898,3120,14047,1113,78061,886.0,46.08
Bihar,Kishanganj,26.32433676,87.95045007,210,1690400,866970,823430,745056,439921,11715,58718,1093,14073,43357,769119,945397,1714516,1139615,361114,177516,2436,19539,1022,34858,950.0,44.08
Bihar,Lakhisarai,25.18344932,86.12825701,227,1000912,526345,474567,507270,305182,12938,44491,1186,8862,31763,597955,450967,1048922,650642,218840,49052,2415,9577,747,52316,902.0,50.68
Bihar,Madhepura,25.77341929,86.8978444,213,2001762,1047559,954203,834577,517666,12302,23236,1397,23309,24000,875510,1202278,2077788,1311771,444235,169936,4560,21254,1231,52388,911.0,41.69
Bihar,Madhubani,26.41380538,86.1632836,207,4487379,2329313,2158066,2155338,1340085,47090,113281,5319,65548,41234,2698989,2003079,4702068,2860455,1009424,416574,11636,59254,4200,166993,926.0,48.03
Bihar,Munger,25.19853796,86.54173673,226,1367765,729041,638724,801817,473741,49141,90461,2653,17946,85782,849734,498676,1348410,860147,316713,112707,3755,24259,2838,102385,876.0,58.62
Bihar,Muzaffarpur,26.18664417,85.32745092,216,4801062,2527497,2273565,2509232,1487117,87796,180651,10290,73012,120700,2903794,1924438,4828232,3016735,1079189,548802,23333,94249,11643,256532,900.0,52.26
Bihar,Nalanda,25.22934551,85.48053114,229,2877653,1497060,1380593,1519933,919558,43761,101378,4156,43848,102522,1985188,1324385,3309573,1829128,642197,121583,7955,29239,3720,149675,922.0,52.82
Bihar,Nawada,24.82570884,85.61594569,237,2219146,1144668,1074478,1091012,659474,20522,31162,1841,28411,45323,1489517,1091439,2580956,1440781,485628,75606,3991,15948,1322,77297,939.0,49.16
Bihar,Pashchim Champaran,27.16064352,84.30265912,203,3935042,2061110,1873932,1759481,1091226,38414,57546,3495,41143,96620,2182688,1710878,3893566,2544205,888205,425249,10911,48435,3094,112382,909.0,44.71
Bihar,Patna,25.40297115,85.31984336,230,5838465,3078512,2759953,3459679,2028047,321307,546859,40692,132582,552103,4920726,2590473,7511199,3626564,1382654,430595,49821,176114,61156,507581,897.0,59.26
Bihar,Purba Champaran,26.68129337,85.00382156,204,5099371,2681209,2418162,2276957,1407603,52358,74979,7719,70258,101565,3150588,2142757,5293345,3316422,1122340,611212,19282,78531,5686,179522,902.0,44.65
Bihar,Purnia,25.81714802,87.40447607,211,3264619,1699370,1565249,1332326,805261,33688,86058,4170,33664,85749,1486857,1798786,3285643,2155512,696556,291919,8390,40178,4252,87774,921.0,40.81
Bihar,Rohtas,24.99170461,83.93507627,234,2959918,1543546,1416372,1799832,1061783,41659,114893,4594,36279,95678,2188753,876443,3065196,1875174,673742,224824,10819,49892,4727,128652,918.0,60.81
Bihar,Saharsa,25.8212707,86.5467082,214,1900661,997174,903487,804996,506374,21651,41342,1668,19415,38046,855188,1151349,2006537,1249692,415863,129847,3824,20489,1688,61597,906.0,42.35
Bihar,Samastipur,25.79320556,85.94833323,221,4261566,2230003,2031563,2142880,1293575,46123,88021,5379,50918,43486,2549708,1996651,4546359,2766930,913339,458268,10621,56464,4320,159459,911.0,50.28
Bihar,Saran,25.89656078,84.82266287,219,3951862,2022821,1929041,2157454,1285767,51822,94787,4509,37442,76299,2653504,1313700,3967204,2516115,847031,431759,10948,68604,5009,137526,954.0,54.59
Bihar,Sheikhpura,25.12472437,85.77839391,228,636342,329743,306599,328676,196431,6803,20065,631,8873,24345,409518,305609,715127,413475,136898,33652,1728,6933,635,30019,930.0,51.65
Bihar,Sheohar,26.45838075,85.29539412,205,656246,346673,309573,283698,171645,3983,10004,478,6698,7516,308989,348078,657067,421241,139909,73447,1410,7678,430,30398,893.0,43.23
Bihar,Sitamarhi,26.5657007,85.61172491,206,3423574,1803252,1620322,1436794,885188,39465,66263,3460,42461,49670,1635891,1852765,3488656,2206340,739982,317432,7292,38576,3144,152392,899.0,41.97
Bihar,Siwan,26.1736372,84.33766553,218,3330464,1675090,1655374,1930175,1115906,42384,52935,3834,37833,41858,2421121,1207119,3628240,2115448,713597,382782,10891,64065,4088,124672,988.0,57.96
Bihar,Supaul,26.28157894,86.78496465,208,2229076,1155283,1073793,1033283,647672,12111,51028,1845,25078,27815,1116063,1220268,2336331,1453438,495020,192734,4064,21885,1099,47753,929.0,46.35
Bihar,Vaishali,25.81347032,85.39247597,220,3495021,1844535,1650486,1926740,1152576,47300,70001,4810,39564,51494,2271286,1479152,3750438,2176701,759132,397202,11316,60246,4366,171904,895.0,55.13
Chandigarh,Chandigarh,30.7426,76.75872466,55,1055450,580663,474787,805438,465346,168344,231204,44283,78113,289456,731491,184265,915756,602411,303748,135055,60494,109701,67323,206017,818.0,76.31
Chhattisgarh,Bastar,19.39386675,81.52895127,414,1413199,698487,714712,650863,382335,22075,157646,1782,9042,54894,656234,729550,1385784,864272,358157,192012,4227,32802,4002,62326,1023.0,46.06
Chhattisgarh,Bilaspur,22.35694298,81.99770351,30,381956,192764,189192,287620,155599,17262,79146,1574,6281,11987,287961,65864,353825,193671,107367,5387,6573,11397,2779,56814,981.0,75.3
Chhattisgarh,Bilaspur,22.35694298,81.99770351,406,2663629,1351574,1312055,1596560,932474,77727,519704,8566,30892,188174,1624001,943112,2567113,1625484,655032,345789,13137,84851,17978,171271,971.0,59.94
Himachal Pradesh,Bilaspur,31.37804229,76.65316079,30,381956,192764,189192,287620,155599,17262,79146,1574,6281,11987,287961,65864,353825,193671,107367,5387,6573,11397,2779,56814,981.0,75.3
Himachal Pradesh,Bilaspur,31.37804229,76.65316079,406,2663629,1351574,1312055,1596560,932474,77727,519704,8566,30892,188174,1624001,943112,2567113,1625484,655032,345789,13137,84851,17978,171271,971.0,59.94
Chhattisgarh,Dhamtari,20.55491263,81.75691955,412,799781,397897,401884,546833,303924,14568,148926,1016,4804,41792,572304,214637,786941,461125,213021,119931,3069,30621,2686,50033,1010.0,68.37
Chhattisgarh,Durg,21.19446385,81.3318164,409,3343872,1682101,1661771,2303378,1284612,129193,614109,16141,51289,349741,2363288,823501,3186789,1919832,898241,489008,28840,177048,36672,228551,988.0,68.88
Chhattisgarh,Jashpur,22.77286168,83.87039621,402,851669,424747,426922,495415,280656,6628,76783,567,5755,20722,529825,328438,858263,488965,214455,100725,2442,15547,1252,27142,1005.0,58.17
Chhattisgarh,Korba,22.4917125,82.57604327,404,1206640,612915,593725,748759,433391,43357,202380,4544,18004,126055,780221,410186,1190407,729708,309479,162148,8677,55579,11842,77854,969.0,62.05
Chhattisgarh,Koriya,23.50412777,82.12515636,400,658917,334737,324180,397823,229923,25605,80023,1667,7609,59763,457761,179639,637400,399581,165022,67318,3402,26365,3527,35636,968.0,60.38
Chhattisgarh,Mahasamund,21.22372704,82.65925427,411,1032754,511967,520787,637963,364089,13200,212487,961,5614,35774,702532,384764,1087296,582544,272009,175231,3546,31472,2279,48150,1017.0,61.77
Chhattisgarh,Raigarh,22.00826507,83.27797699,403,1493984,750278,743706,951639,542756,27771,297308,3342,13857,66638,1017307,460166,1477473,841958,398257,225249,5979,50302,6693,69909,991.0,63.7
Chhattisgarh,Raigarh,22.00826507,83.27797699,520,2634200,1344345,1289855,1939994,1059692,328277,547206,38570,96301,377160,1861740,482420,2344160,1414154,748339,136247,43536,158119,53397,369857,959.0,73.65
Maharashtra,Raigarh,18.45325764,73.00906094,403,1493984,750278,743706,951639,542756,27771,297308,3342,13857,66638,1017307,460166,1477473,841958,398257,225249,5979,50302,6693,69909,991.0,63.7
Maharashtra,Raigarh,18.45325764,73.00906094,520,2634200,1344345,1289855,1939994,1059692,328277,547206,38570,96301,377160,1861740,482420,2344160,1414154,748339,136247,43536,158119,53397,369857,959.0,73.65
Chhattisgarh,Raipur,20.88603154,82.2003276,410,4063872,2048186,2015686,2629749,1493158,166505,728556,20261,59523,395001,2674728,1247434,3922162,2454299,1038155,549069,30572,177517,39381,267090,984.0,64.71
Chhattisgarh,Surguja,23.32719279,83.23582494,401,2359886,1193129,1166757,1187941,694686,29433,253131,2737,18983,65167,1299718,991866,2291584,1441436,561915,277773,8096,56480,6399,130736,978.0,50.34
Daman and Diu,Daman,20.43161667,72.83923661,495,191173,124659,66514,150348,104316,25844,49249,1316,4543,61073,119741,20641,140382,122589,52868,14642,3163,14167,2827,40951,534.0,78.64
Daman and Diu,Junagadh,20.72568199,70.8398564,479,2743082,1404356,1338726,1842818,1046981,144561,498326,6628,26991,287506,1886269,669022,2555291,1527888,749156,189600,17447,195597,15979,313730,953.0,67.18
Gujarat,Junagadh,20.92952301,70.5473389,479,2743082,1404356,1338726,1842818,1046981,144561,498326,6628,26991,287506,1886269,669022,2555291,1527888,749156,189600,17447,195597,15979,313730,953.0,67.18
Goa,North Goa,15.54872342,73.80667998,585,818008,416677,401331,663060,351738,132612,173951,23440,56266,209230,636063,99538,735601,380926,260533,41713,44342,101378,40352,140924,963.0,81.06
Goa,South Goa,15.19527866,73.9417926,586,640537,322463,318074,502427,264085,102191,138810,17624,44299,162873,463596,88577,552173,314480,194872,37799,35031,82436,31413,116414,986.0,78.44
Gujarat,Ahmadabad,22.60542556,72.23898136,474,7214225,3788051,3426174,5435760,3025463,965017,1456046,126341,273651,1845383,5805299,1129562,6934861,3952858,2043895,680535,174812,692591,228737,1241055,904.0,75.35
Gujarat,Amreli,21.04832649,71.43457638,480,1514190,771049,743141,995459,558180,80378,273331,2538,12765,116899,1039194,380595,1419789,836343,389892,96477,10236,113906,6639,173045,964.0,65.74
Gujarat,Anand,22.28271821,72.57782052,482,2092745,1087224,1005521,1551253,874481,147122,378310,9902,32523,208909,1588947,360506,1949453,1134962,585093,172466,19352,104613,20391,230571,925.0,74.13
Gujarat,Banas Kantha,24.25853897,71.93205253,469,3120506,1610379,1510127,1704923,1048402,84832,396873,3424,23149,137424,1799274,1207376,3006650,1984701,738412,75914,22723,68665,8302,146022,938.0,54.64
Gujarat,Bharuch,21.75787276,72.67326347,488,1551019,805707,745312,1118276,623047,121542,309091,10257,29531,181319,1056350,273829,1330179,844298,442523,96508,21579,104126,20255,204943,925.0,72.1
Gujarat,Bhavnagar,21.7021939,72.16272633,481,2880365,1490201,1390164,1887255,1087371,171327,500757,7297,28925,356826,2103528,508664,2612192,1708938,720241,238912,17517,200864,18127,292210,933.0,65.52
Gujarat,Gandhinagar,23.19367979,72.6722168,473,1391753,723864,667889,1030494,582686,132683,262539,12107,33662,195634,1049555,246993,1296548,769329,391862,121735,26385,106981,25749,171166,923.0,74.04
Gujarat,Jamnagar,22.41060041,69.62062006,477,2160119,1114192,1045927,1396534,795140,142974,386538,11573,30384,299167,1320610,502873,1823483,1220598,576319,157250,20471,185194,20728,242841,939.0,64.65
Gujarat,Kachchh,23.48057203,68.82192301,468,2092371,1096737,995634,1252319,739239,140067,403294,9631,31961,250982,1150801,581952,1732753,1278604,524052,83904,28788,140540,21858,280257,908.0,59.85
Gujarat,Kheda,22.88765313,73.01880352,483,2299885,1185727,1114158,1660243,942480,99982,372226,5710,24502,160547,1749234,482078,2231312,1260660,628221,146364,12788,84414,12080,172599,940.0,72.19
Gujarat,Mahesana,23.52935545,72.45545194,471,2035064,1056520,978544,1502645,847499,180985,385609,7759,33731,183738,1474304,434497,1908801,1119451,554432,143818,25163,119579,21611,232825,926.0,73.84
Gujarat,Narmada,21.70666386,73.68403209,487,590297,301086,289211,370336,211767,12997,101940,576,4081,22248,380328,192780,573108,336830,157910,29316,2442,18771,1182,27223,961.0,62.74
Gujarat,Navsari,20.86697332,72.8618487,490,1329672,678165,651507,1001909,539471,114620,267679,6726,24397,141417,967020,261956,1228976,673014,390349,136665,18669,115177,16602,168150,961.0,75.35
Gujarat,Panch Mahals,22.80435607,73.61984598,484,2390776,1226961,1163815,1440805,858054,59096,398937,3456,19753,104238,1575872,781582,2357454,1421859,599925,120545,9656,72703,7024,121676,949.0,60.27
Gujarat,Patan,23.80634198,71.75162977,470,1343734,694397,649337,837913,494631,66310,223424,2231,12870,102655,856932,452891,1309823,786357,341381,66270,7802,41235,5271,123977,935.0,62.36
Gujarat,Porbandar,21.55092352,69.71896988,478,585449,300209,285240,393678,221621,41686,117040,1653,5639,87557,389163,137119,526282,314886,163777,40784,4395,45156,3545,72287,950.0,67.24
Gujarat,Rajkot,22.40603378,70.83679439,476,3804558,1974445,1830113,2725056,1514075,362140,747352,21785,67370,721532,2740751,738660,3479411,2080568,1052871,355586,55289,428744,52563,543342,927.0,71.63
Gujarat,Sabar Kantha,23.71803595,73.1363879,472,2428589,1244231,1184358,1578734,918625,99037,438606,5262,25425,121509,1691327,665058,2356385,1393131,630963,112045,22379,122399,12807,182583,952.0,65.01
Gujarat,Surat,21.25761373,72.93488716,492,6081322,3402224,2679098,4571410,2687468,815423,1252452,55694,149331,1529998,4495898,942150,5438048,3563443,1740746,397563,106983,530528,112976,1103767,787.0,75.17
Gujarat,Surendranagar,22.82672007,71.48358741,475,1756268,909917,846351,1093626,643221,77857,302068,2975,15309,159810,1189959,493427,1683386,1033435,439352,135074,10088,99436,8028,120741,930.0,62.27
Gujarat,The Dangs,20.80163388,73.68835184,489,228291,113821,114470,140968,77314,2029,29794,137,1393,7516,149466,91160,240626,146095,51821,6914,991,5662,271,13736,1006.0,61.75
Gujarat,Vadodara,22.26133739,73.4943301,486,4165626,2153736,2011890,2893080,1614087,411734,798277,53606,117818,692971,2868332,910219,3778551,2213474,1190041,399901,72630,351423,95845,543474,934.0,69.45
Gujarat,Valsad,20.44238232,72.91485848,491,1705678,887222,818456,1170657,655528,137209,329218,11020,31285,235981,1093866,405928,1499794,944532,485874,119338,23938,128491,21685,170861,922.0,68.63
